Generated by the Decompiler

This is a List of All Asset IDs
as the Decompiler often has to use an Asset's ID
because it can only GUESS what is an Asset and what is just a Number

Assets Found:

Sprites: 1024
Objects: 303
Rooms: 148
Sounds: 47
Backgrounds: 33
Shaders: 3
Fonts: 2
Paths: 0
Timelines: 0
Scripts: 159
Extensions: 0

--------------------- SPRITES ---------------------
1011 - spr_alien
1012 - spr_costumerdoor
1013 - spr_costumerpizza
1014 - spr_transitionufo
1015 - spr_player_ufotransition
1016 - sprite1020
1017 - spr_doorA
1018 - sprite1022
1019 - sprite1023
1020 - sprite1024
1021 - sprite1025
1022 - sprite1029
1023 - sprite1030
--------------------- OBJECTS ---------------------
0 - obj_solid
1 - obj_slope
2 - obj_player
3 - obj_player1
4 - obj_player2
5 - obj_pause
6 - obj_music
7 - obj_tv
8 - obj_bosshealth
9 - obj_camera
10 - obj_camera2
11 - obj_destructibles
12 - obj_bigdestructibles
13 - obj_saveroom
14 - obj_panicdebris
15 - obj_controller
16 - obj_stylebar
17 - obj_parrallax
18 - obj_secretfound
19 - obj_title
20 - obj_mainmenuselect
21 - obj_option
22 - obj_keyconfig
23 - obj_cursor
24 - obj_menuselections
25 - obj_hard
26 - obj_controls
27 - obj_file1
28 - obj_file3
29 - obj_file2
30 - obj_pizzastand
31 - obj_mouthhitbox
32 - obj_cutscene_upstairs
33 - obj_rank
34 - obj_timesup
35 - obj_rockcutscene
36 - obj_titlecutscene
37 - obj_noise_pushbutton
38 - obj_ufotransition
39 - obj_bomb
40 - obj_bombexplosion
41 - obj_hookshot
42 - obj_swordhitbox
43 - obj_slaphitbox
44 - obj_slaphitbox2
45 - obj_shotgunbullet
46 - obj_hurtbox
47 - obj_pistolbullet
48 - obj_firemouth_projectile
49 - obj_baddiecollisionbox
50 - obj_boss
51 - obj_baddie
52 - obj_baddiedead
53 - obj_robotknife
54 - obj_spitcheesespike
55 - obj_pineahitbox
56 - obj_sausagemancigar
57 - obj_forkhitbox
58 - obj_pepgoblin_kickhitbox
59 - obj_kentukykenny_projectile
60 - obj_pizzard_bolt
61 - obj_sausageman_dead
62 - obj_enemybird
63 - obj_slimedead
64 - obj_enemybandaid
65 - obj_cheeseslime
66 - obj_pizzice
67 - obj_pizzaboy
68 - obj_cheeserobot
69 - obj_robot
70 - obj_kentukykenny
71 - obj_pizzard
72 - obj_pepgoblin
73 - obj_pizzagoblin
74 - obj_piraneapple
75 - obj_coolpinea
76 - obj_bigcheese
77 - obj_pizzaball
78 - obj_spitcheese
79 - obj_trash
80 - obj_invtrash
81 - obj_peasanto
82 - obj_ninja
83 - obj_forknight
84 - obj_indiancheese
85 - obj_fencer
86 - obj_noisey
87 - obj_flyingenemy
88 - obj_sausageman
89 - obj_grandpa
90 - obj_pepperman
91 - obj_peppermandestroyable
92 - obj_peppermancharge
93 - obj_fakepeppino
94 - obj_crushershockwave
95 - obj_noisecrusher
96 - obj_pepperbombspawner
97 - obj_peppermanbomb
98 - obj_baddiespawner
99 - obj_ladder
100 - obj_platform
101 - obj_destroyable
102 - obj_secretblock
103 - obj_desertdestroyable
104 - obj_destroyable2
105 - obj_destroyable3
106 - obj_secretbigblock
107 - obj_metalblock
108 - obj_destroyable2_big
109 - obj_cheeseballblock
110 - obj_bombblock
111 - obj_reverseminipillar
112 - obj_minipillar
113 - obj_spike
114 - obj_movingoutlet
115 - obj_null
116 - obj_unclimbablewall
117 - obj_grindrail
118 - obj_destructibleplatform
119 - obj_targetblock
120 - obj_shotgunpickup
121 - obj_shotgun
122 - obj_breakabletv
123 - obj_pizzaboxunopen
124 - obj_treasure
125 - obj_collect
126 - obj_pizzakinsausage
127 - obj_pizzakinshroom
128 - obj_pizzakincheese
129 - obj_pizzakintomato
130 - obj_pizzakinpineapple
131 - obj_noisebomb
132 - obj_pizzacoin
133 - obj_bigcollect
134 - obj_giantcollect
135 - obj_clockcollectibles
136 - obj_key
137 - obj_clockcollectibles2
138 - obj_pizzaslice
139 - obj_phonebooth
140 - obj_hungrypillar
141 - obj_exitgate
142 - obj_portalentrance
143 - obj_portalend
144 - obj_costumerdoor
145 - obj_costumer
146 - obj_costumerpizza
147 - obj_cheeseball
148 - obj_wetfloor
149 - obj_noisebombspawner
150 - obj_slipnslide
151 - obj_superspring
152 - obj_beartrap
153 - obj_balloon
154 - obj_bowlingball
155 - obj_skateboard
156 - obj_pizzacutterthwomp2
157 - obj_pizzacutterthwomp1
158 - obj_pizzacutter2
159 - obj_pizzacutter1
160 - obj_throwableparent
161 - obj_keydoor
162 - obj_breakabledoor
163 - obj_goldendoor
164 - obj_doorblocked
165 - obj_startgate
166 - obj_door
167 - obj_boxofpizza
168 - obj_hallway
169 - obj_door2
170 - obj_doorA
171 - obj_doorB
172 - obj_doorC
173 - obj_doorD
174 - obj_swordstone
175 - obj_thunder
176 - obj_noisetrap_rock
177 - obj_dashpad
178 - obj_tntblock
179 - obj_rockblock
180 - obj_noiserock
181 - obj_boulder
182 - obj_noisedynamite
183 - obj_freemilk
184 - obj_motocycle
185 - obj_haystack
186 - obj_noisehotair
187 - obj_noisematch
188 - obj_grabbiehand
189 - obj_boxcrusher
190 - obj_cheeseblob
191 - obj_cheesemaker
192 - obj_railv
193 - obj_railh2
194 - obj_railh
195 - obj_hook
196 - obj_hookup
197 - obj_hookleft
198 - obj_barrelspawner
199 - obj_transformbarrelspawner
200 - obj_transformbarrel
201 - obj_barrel
202 - obj_barrelfloat
203 - obj_tomatoblock
204 - obj_washingmachinemount
205 - obj_baddiegibs
206 - obj_washingmachine
207 - obj_wooddebris
208 - obj_slapstar
209 - obj_pizzadebris
210 - obj_debris
211 - obj_dripspawner
212 - object189
213 - obj_knightdebris
214 - obj_boxxeddebris
215 - obj_glassdebris
216 - obj_vomit
217 - obj_slimedebris
218 - obj_metaldebris
219 - obj_drip
220 - obj_skateboarddebris1
221 - obj_lock
222 - obj_pizzaloss
223 - obj_skateboarddebris2
224 - obj_parentparticle
225 - obj_tntblockdebris
226 - obj_vsscreen
227 - obj_goalsign
228 - obj_siren
229 - obj_exitdoorsign
230 - obj_plusseconds
231 - obj_ranksign
232 - obj_donesign
233 - obj_Hranksign
234 - obj_press
235 - obj_uparrow
236 - obj_creditimages
237 - obj_leveltitles
238 - obj_retry
239 - obj_exit
240 - obj_easy
241 - obj_100
242 - obj_80
243 - obj_40
244 - obj_20
245 - obj_smallnumber
246 - obj_cowboyhat
247 - obj_Opeppino
248 - obj_itspizzatime
249 - obj_ballgoal
250 - obj_noisesatellite
251 - obj_glassblock
252 - obj_tutorialtrap
253 - obj_crashingplane
254 - obj_crashplaneblock
255 - obj_pizzaballblock
256 - obj_lamp
257 - obj_lightlamp
258 - obj_daynight
259 - obj_speedlines
260 - obj_pizzaportalfade
261 - obj_angrycloud
262 - obj_sweat
263 - obj_balloonpop
264 - obj_bulletimpact
265 - obj_bulletdisappear
266 - obj_chargeeffect
267 - obj_pogoeffect
268 - obj_chainsaweffect
269 - obj_explosioneffect
270 - obj_pistoleffect
271 - obj_shotgunjumpeffect
272 - obj_superslameffect
273 - obj_spikehurteffect
274 - obj_stompeffect
275 - obj_jumpdust
276 - obj_superdashcloud
277 - obj_highjumpcloud1
278 - obj_highjumpcloud2
279 - obj_grindeffect
280 - obj_punchdust
281 - obj_fadeout
282 - obj_endlevelfade
283 - obj_bossdefeatflash
284 - obj_bangeffect
285 - obj_blackbars
286 - obj_bumpeffect
287 - obj_keyeffect
288 - obj_doortransition
289 - obj_doortransitionend
290 - obj_doortransition2
291 - obj_slidecloud
292 - obj_landcloud
293 - obj_dashcloud
294 - obj_dashcloud2
295 - obj_cloudeffect
296 - obj_machalleffect
297 - obj_mach3effect
298 - obj_crazyruneffect
299 - obj_crazyrunothereffect
300 - obj_taunteffect
301 - obj_tauntafterimage
302 - obj_tauntaftereffectspawner
---------------------- ROOMS ----------------------
0 - hub_room1
1 - entrance_1
2 - entrance_2
3 - entrance_3
4 - entrance_4
5 - entrance_5
6 - entrance_6
7 - medieval_1
8 - medieval_secret1
9 - medieval_2
10 - medieval_secret2
11 - medieval_3
12 - medieval_secret3
13 - medieval_4
14 - medieval_secret4
15 - medieval_5
16 - medieval_treasure
17 - medieval_6
18 - medieval_secret5
19 - medieval_7
20 - medieval_8
21 - medieval_9
22 - medieval_secret6
23 - medieval_10
24 - floor1_room0
25 - floor1_room2
26 - floor1_room3
27 - floor1_mart1
28 - floor1_mart2
29 - floor1_room4
30 - floor1_roomball
31 - floor1_room6
32 - floor1_room6b
33 - floor1_room5
34 - floor1_room1
35 - floor1_room7
36 - floor1_roomtreasure
37 - floor1_room8
38 - floor1_room8a
39 - floor1_room8b
40 - floor1_room9
41 - floor1_room10
42 - floor1_room11
43 - floor1_room12
44 - floor1_room13
45 - floor1_secret1
46 - floor1_secret2
47 - floor1_secret3
48 - floor1_secret4
49 - floor1_secret5
50 - floor1_secret6
51 - floor1_secret7
52 - floor1_roomportal
53 - Realtitlescreen
54 - Scootertransition
55 - Titlescreen
56 - Tutorialtrap
57 - timesuproom
58 - boss_room1
59 - rank_room
60 - golf_room1
61 - golf_room2
62 - golf_room3
63 - golf_room4
64 - golf_room5
65 - golf_room6
66 - golf_room7
67 - golf_roomportal
68 - golf_roomtreasure
69 - floor4_room0
70 - floor4_room1
71 - floor4_room2
72 - floor4_room3
73 - floor4_room4
74 - floor4_room5
75 - floor4_room6
76 - floor4_room7
77 - floor4_room8
78 - floor4_room9
79 - floor4_roomportal
80 - floor4_roomtreasure
81 - floor5_room1
82 - floor5_room2
83 - floor5_room3
84 - floor5_room4
85 - floor5_room5
86 - floor5_room6
87 - floor5_room7
88 - floor5_room8
89 - floor5_room9
90 - floor5_room10
91 - floor5_roomportal
92 - floor5_roomtreasure
93 - floor3_room0
94 - floor3_room1
95 - floor3_room2B
96 - floor3_room2A
97 - floor3_room2A3
98 - floor3_room2A2
99 - floor3_room3
100 - floor3_room4
101 - floor3_roomball
102 - floor3_room5
103 - floor3_room6
104 - floor3_room7
105 - floor3_room8
106 - floor3_room9
107 - floor3_roomportal
108 - floor3_roomtreasure
109 - floor2_room9
110 - floor2_room9a
111 - floor2_secret1
112 - floor2_room10
113 - floor2_room11
114 - floor2_room12
115 - floor2_room13
116 - floor2_room14
117 - floor2_room0
118 - floor2_room0b
119 - floor2_room0a
120 - floor2_room1
121 - floor2_secret2
122 - floor2_room2
123 - floor2_room3
124 - floor2_roompepperman
125 - floor2_room3a
126 - floor2_secret3
127 - floor2_room4
128 - floor2_roomball
129 - floor2_room5
130 - floor2_room7
131 - floor2_room7a
132 - floor2_room8
133 - floor2_roomportal
134 - floor2_roomtreasure
135 - PP_room1
136 - PP_room2
137 - PP_room3
138 - PP_room4
139 - PP_room5
140 - PP_room7
141 - PP_room8
142 - PP_room9
143 - PP_room10
144 - PP_room11
145 - PP_room12
146 - PP_room13
147 - PP_room14
--------------------- SOUNDS ---------------------
0 - sfx_jump
1 - sfx_becomeknight
2 - sfx_explosion
3 - sfx_breakblock1
4 - sfx_breakblock2
5 - sfx_collecttopping
6 - sfx_collectgiantpizza
7 - sfx_collecttoppin
8 - sfx_enemyprojectile
9 - sfx_secretfound
10 - sfx_pephurt
11 - sfx_killenemy
12 - sfx_stompenemy
13 - sfx_machpunch
14 - sfx_killingblow
15 - sfx_groundpound
16 - sfx_bumpwall
17 - sfx_loseknight
18 - sfx_superjumpprep
19 - sfx_superjumphold
20 - sfx_superjumprelease
21 - sfx_noisewoah
22 - sfx_level100percent
23 - sfx_mach1
24 - sfx_machroll
25 - sfx_mach2
26 - sfx_mach3
27 - sfx_machslide
28 - sfx_comboend
29 - sfx_step
30 - sfx_hitenemy
31 - sfx_escaperumble
32 - sfx_collectpizza
33 - mu_desert
34 - mu_ufo
35 - mu_pizzatime
36 - mu_hub
37 - mu_secret
38 - mu_chase
39 - mu_entrance
40 - mu_medieval
41 - mu_ranks
42 - mu_ranka
43 - mu_rankb
44 - mu_rankc
45 - mu_rankd
46 - mu_timesup
------------------- BACKGROUNDS -------------------
0 - tile_wallrun_tileset
1 - tile_pressany_tileset
2 - tile_grab_tileset
3 - tile_superjumphold_tileset
4 - tile_maxspeedsign_tileset
5 - tile_grabsign_tileset
6 - tile_tutorialsign_tileset
7 - tile_tutorialimage_tileset
8 - tile_tutorial_tileset
9 - tile_factory_tileset
10 - tile_bigrocks_tileset
11 - tile_desert_tileset
12 - tile_cavern_tileset
13 - tile_ufo_tileset
14 - tile_pizzamart
15 - bg_grindrail_tileset
16 - tile_table_tileset
17 - tile_castle_tileset
18 - tile_keysign_tileset
19 - tile_stairs_tileset
20 - tile_lamp_tileset
21 - tile_plains
22 - trapscreen2_tileset
23 - bg_trapscreen_tileset
24 - bg_title_tileset
25 - tile_pepperman
26 - tile_tower_tileset
27 - tile_towerdetails_tileset
28 - tile_golf
29 - tile_ball_tileset
30 - tile_trash_tileset
31 - tile_freezer
32 - tileset_secret
--------------------- SHADERS ---------------------
0 - shd_pal_swapper
1 - shd_hit
2 - shd_panicbg
---------------------- FONTS ----------------------
0 - font0
1 - font1
---------------------- PATHS ----------------------
No Paths could be Found
-------------------- TIMELINES --------------------
No Timelines could be Found
--------------------- SCRIPTS ---------------------
0 - scr_player_barrelroll
1 - scr_player_barrelslipnslide
2 - scr_player_barrelcrouch
3 - scr_player_barrelfloat
4 - scr_player_barrelmach2
5 - scr_player_barrelmach1
6 - scr_player_barrelfall
7 - scr_player_barrelnormal
8 - scr_player_boxxedpep
9 - scr_player_cheeseball
10 - scr_player_knightpepslopes
11 - scr_player_knightpepattack
12 - scr_player_knightpep
13 - scr_player_cheesepepstick
14 - scr_player_cheesepep
15 - scr_player_meteorpep
16 - scr_player_bombpep
17 - scr_player_firemouth
18 - scr_player_fireass
19 - scr_player_tumble
20 - scr_playerN_hookshot
21 - scr_player_backbreaker
22 - scr_player_slap
23 - scr_player_pistolaim
24 - scr_player_pistol
25 - scr_player_climbwall
26 - scr_player_portal
27 - scr_player_handstandjump
28 - scr_player_gottreasure
29 - scr_player_grabbing
30 - scr_player_chainsawbump
31 - scr_player_chainsawpogo
32 - scr_player_shotgunjump
33 - scr_player_chainsaw
34 - scr_player_shotgun
35 - scr_player_stunned
36 - scr_player_highjump
37 - scr_player_secondjump
38 - scr_player_facestomp
39 - scr_player_superslam
40 - scr_player_gameover
41 - scr_player_timesup
42 - scr_player_machroll
43 - scr_player_machfreefall
44 - scr_player_throw
45 - scr_player_grind
46 - scr_player_skateboard
47 - scr_player_slam
48 - scr_player_uppunch
49 - scr_player_shoulder
50 - scr_player_backkick
51 - scr_player_punch
52 - scr_player_tacklecharge
53 - scr_player_grab
54 - scr_player_bossdefeat
55 - scr_player_bossintro
56 - scr_player_smirk
57 - scr_player_pizzathrow
58 - scr_player_runonball
59 - scr_player_boulder
60 - scr_player_current
61 - scr_player_keyget
62 - scr_player_hang
63 - scr_player_tackle
64 - scr_player_ladder
65 - scr_player_victory
66 - scr_player_comingoutdoor
67 - scr_player_Sjumpprep
68 - scr_player_Sjump
69 - scr_player_Sjumpland
70 - scr_player_door
71 - scr_player_hurt
72 - scr_player_freefall
73 - scr_player_freefallland
74 - scr_player_freefallprep
75 - scr_player_bump
76 - scr_player_machslide
77 - scr_player_mach3
78 - scr_player_mach2
79 - scr_player_mach1
80 - scr_player_slipnslide
81 - scr_player_crouchslide
82 - scr_player_crouchjump
83 - scr_player_crouch
84 - scr_player_jump
85 - scr_player_normal
86 - scr_player_titlescreen
87 - scr_player_transitioncutscene
88 - scr_player_ejected
89 - scr_player_finishingblow
90 - scr_enemy_grabbed
91 - scr_enemy_charge
92 - scr_pizzagoblin_throw
93 - scr_enemy_stun
94 - scr_enemy_turn
95 - scr_enemy_hit
96 - scr_enemy_land
97 - scr_enemy_walk
98 - scr_enemy_bounce
99 - scr_enemy_idle
100 - pal_swap_draw_palette
101 - pal_swap_enable_override
102 - pal_swap_get_pal_color
103 - pal_swap_get_pal_count
104 - pal_swap_init_system
105 - pal_swap_reset
106 - pal_swap_set
107 - wrap
108 - pal_swap_index_palette
109 - pal_swap_set_tiles
110 - pal_swap_get_color_count
111 - scr_slope
112 - scr_solid
113 - scr_solid_player
114 - scr_collide
115 - scr_collide_player
116 - scr_collide_destructibles
117 - action_kill_object
118 - __init_action
119 - draw_background_tiled
120 - __background_get
121 - __background_get_element
122 - __background_get_internal
123 - __background_set
124 - __background_set_element
125 - __background_set_internal
126 - __init_background
127 - draw_set_blend_mode
128 - instance_create
129 - object_get_depth
130 - texture_set_interpolation_ext
131 - tile_layer_delete_at
132 - tile_layer_find
133 - tile_layer_hide
134 - tile_layer_show
135 - __view_get
136 - __view_set
137 - __view_set_internal
138 - __init_view
139 - __init_global
140 - __global_object_depths
141 - scr_panicbg_init
142 - scr_panicbg_start
143 - scr_panicbg_end
144 - scr_initinput
145 - scr_initinput2
146 - scr_sleep
147 - scr_playerreset
148 - scr_sound
149 - scr_soundeffect
150 - scr_getinput
151 - scr_getinput2
152 - scr_characterspr
153 - scr_checkanygamepad
154 - scr_fakepeppino_idle
155 - scr_fakepeppino_jump
156 - scr_fakepeppino_hit
157 - scr_fakepeppino_walk
158 - scr_keyname
-------------------- EXTENSIONS --------------------
No Extensions could be Found
